algo,pivot,neighborhood,meme_divers_try,meme_mean_try,meme_cross_rate_mut,meme_offspring,meme_pop,meme_mut_rate,meme_cross_rate,instance,best_known_cost,cost,elapsed_seconds,solution
memetic,first,['exchange'],3,10,0.5,10,20,0.1,0.5,N-be75eec_150,3482828,3472440,1743.463745,
memetic,first,['exchange'],3,10,0.5,10,20,0.1,0.5,N-be75eec_150,3482828,3472479,1760.825317,
memetic,first,['exchange'],3,10,0.5,10,20,0.1,0.5,N-be75eec_150,3482828,3472505,1775.668579,
memetic,first,['exchange'],3,10,0.5,10,20,0.1,0.5,N-be75eec_150,3482828,3472507,1776.397461,
memetic,first,['exchange'],3,10,0.5,10,20,0.1,0.5,N-be75eec_150,3482828,3472539,1784.181152,
memetic,first,['exchange'],3,10,0.5,10,20,0.1,0.5,N-be75eec_150,3482828,3472592,1784.830444,
memetic,first,['exchange'],3,10,0.5,10,20,0.1,0.5,N-be75eec_150,3482828,3472609,1786.290894,
memetic,first,['exchange'],3,10,0.5,10,20,0.1,0.5,N-be75eec_150,3482828,3472621,1790.231201,
memetic,first,['exchange'],3,10,0.5,10,20,0.1,0.5,N-be75eec_150,3482828,3472640,1799.418701,
memetic,first,['exchange'],3,10,0.5,10,20,0.1,0.5,N-be75eec_150,3482828,3472673,1802.253174,
memetic,first,['exchange'],3,10,0.5,10,20,0.1,0.5,N-be75eec_150,3482828,3472803,1804.344727,
memetic,first,['exchange'],3,10,0.5,10,20,0.1,0.5,N-be75eec_150,3482828,3472880,1812.641357,
memetic,first,['exchange'],3,10,0.5,10,20,0.1,0.5,N-be75eec_150,3482828,3473109,2134.857422,
memetic,first,['exchange'],3,10,0.5,10,20,0.1,0.5,N-be75eec_150,3482828,3473112,2137.921387,
memetic,first,['exchange'],3,10,0.5,10,20,0.1,0.5,N-be75eec_150,3482828,3473135,2161.628906,
memetic,first,['exchange'],3,10,0.5,10,20,0.1,0.5,N-be75eec_150,3482828,3473138,2164.611084,
memetic,first,['exchange'],3,10,0.5,10,20,0.1,0.5,N-be75eec_150,3482828,3473141,2167.19165,
memetic,first,['exchange'],3,10,0.5,10,20,0.1,0.5,N-be75eec_150,3482828,3473152,2523.5354,
memetic,first,['exchange'],3,10,0.5,10,20,0.1,0.5,N-be75eec_150,3482828,3473196,2537.216064,
memetic,first,['exchange'],3,10,0.5,10,20,0.1,0.5,N-be75eec_150,3482828,3473307,2553.994141,
memetic,first,['exchange'],3,10,0.5,10,20,0.1,0.5,N-be75eec_150,3482828,3473351,2566.390381,
memetic,first,['exchange'],3,10,0.5,10,20,0.1,0.5,N-be75eec_150,3482828,3473560,2567.692383,
memetic,first,['exchange'],3,10,0.5,10,20,0.1,0.5,N-be75eec_150,3482828,3474061,2583.290527,
memetic,first,['exchange'],3,10,0.5,10,20,0.1,0.5,N-be75eec_150,3482828,3474066,2657.311035,
memetic,first,['exchange'],3,10,0.5,10,20,0.1,0.5,N-be75eec_150,3482828,3474077,2885.98584,
memetic,first,['exchange'],3,10,0.5,10,20,0.1,0.5,N-be75eec_150,3482828,3474092,2892.669189,
memetic,first,['exchange'],3,10,0.5,10,20,0.1,0.5,N-be75eec_150,3482828,3474095,2901.729248,
memetic,first,['exchange'],3,10,0.5,10,20,0.1,0.5,N-be75eec_150,3482828,3474099,2902.316406,
memetic,first,['exchange'],3,10,0.5,10,20,0.1,0.5,N-be75eec_150,3482828,3474102,2911.630371,
memetic,first,['exchange'],3,10,0.5,10,20,0.1,0.5,N-be75eec_150,3482828,3474102,3626.609863,
memetic,first,['exchange'],3,10,0.5,10,20,0.3,0.5,N-be75eec_150,3482828,3421565,2.415225,
memetic,first,['exchange'],3,10,0.5,10,20,0.3,0.5,N-be75eec_150,3482828,3421581,4.900106,
memetic,first,['exchange'],3,10,0.5,10,20,0.3,0.5,N-be75eec_150,3482828,3424719,7.25673,
memetic,first,['exchange'],3,10,0.5,10,20,0.3,0.5,N-be75eec_150,3482828,3427559,9.636864,
memetic,first,['exchange'],3,10,0.5,10,20,0.3,0.5,N-be75eec_150,3482828,3429198,12.199392,
memetic,first,['exchange'],3,10,0.5,10,20,0.3,0.5,N-be75eec_150,3482828,3430504,16.709124,
memetic,first,['exchange'],3,10,0.5,10,20,0.3,0.5,N-be75eec_150,3482828,3434863,19.244129,
memetic,first,['exchange'],3,10,0.5,10,20,0.3,0.5,N-be75eec_150,3482828,3435160,26.339243,
memetic,first,['exchange'],3,10,0.5,10,20,0.3,0.5,N-be75eec_150,3482828,3440351,33.382401,
memetic,first,['exchange'],3,10,0.5,10,20,0.3,0.5,N-be75eec_150,3482828,3445218,35.562054,
memetic,first,['exchange'],3,10,0.5,10,20,0.3,0.5,N-be75eec_150,3482828,3447101,51.287243,
memetic,first,['exchange'],3,10,0.5,10,20,0.3,0.5,N-be75eec_150,3482828,3448323,53.607857,
memetic,first,['exchange'],3,10,0.5,10,20,0.3,0.5,N-be75eec_150,3482828,3448728,60.763786,
memetic,first,['exchange'],3,10,0.5,10,20,0.3,0.5,N-be75eec_150,3482828,3450368,72.624718,
memetic,first,['exchange'],3,10,0.5,10,20,0.3,0.5,N-be75eec_150,3482828,3452050,74.921478,
memetic,first,['exchange'],3,10,0.5,10,20,0.3,0.5,N-be75eec_150,3482828,3452986,112.577103,
memetic,first,['exchange'],3,10,0.5,10,20,0.3,0.5,N-be75eec_150,3482828,3453964,121.925537,
memetic,first,['exchange'],3,10,0.5,10,20,0.3,0.5,N-be75eec_150,3482828,3455312,126.457184,
memetic,first,['exchange'],3,10,0.5,10,20,0.3,0.5,N-be75eec_150,3482828,3459798,138.014175,
memetic,first,['exchange'],3,10,0.5,10,20,0.3,0.5,N-be75eec_150,3482828,3461021,218.259796,
memetic,first,['exchange'],3,10,0.5,10,20,0.3,0.5,N-be75eec_150,3482828,3461134,266.308685,
memetic,first,['exchange'],3,10,0.5,10,20,0.3,0.5,N-be75eec_150,3482828,3462126,333.81781,
memetic,first,['exchange'],3,10,0.5,10,20,0.3,0.5,N-be75eec_150,3482828,3462835,507.347595,
memetic,first,['exchange'],3,10,0.5,10,20,0.3,0.5,N-be75eec_150,3482828,3462952,530.27124,
memetic,first,['exchange'],3,10,0.5,10,20,0.3,0.5,N-be75eec_150,3482828,3464890,549.055298,
memetic,first,['exchange'],3,10,0.5,10,20,0.3,0.5,N-be75eec_150,3482828,3465745,968.317017,
memetic,first,['exchange'],3,10,0.5,10,20,0.3,0.5,N-be75eec_150,3482828,3465745,2027.059204,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3428064,1.692542,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3428505,6.815063,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3428796,8.460974,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3437801,13.503087,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3441334,15.129956,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3446520,16.592257,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3449663,21.1364,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3452140,27.194342,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3452373,33.357609,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3454882,36.28476,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3457487,37.845688,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3458682,43.634056,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3459109,47.61235,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3459419,58.541752,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3461060,62.178955,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3462240,76.777061,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3464596,82.835747,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3464690,218.763184,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3464709,315.692871,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3465253,329.799438,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3465940,421.756744,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3466873,553.417725,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3467836,577.371216,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3468832,622.120605,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3469375,655.16571,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3469380,780.7948,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3469399,789.598633,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3469458,791.850098,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3469473,792.597229,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3469507,800.128601,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3469515,804.318115,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3469566,1065.540161,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3469584,1067.155029,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3469657,1068.528076,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3470168,1069.393433,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3470509,1070.851929,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3470512,1078.791382,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3470517,1080.481567,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3470771,1081.533569,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3470785,1082.727539,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3470798,1084.526489,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3470814,1089.258545,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3470820,1089.867432,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3470840,1099.296265,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3470846,1101.077759,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3471136,1105.19458,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3471180,1108.817261,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3471242,1109.619385,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3471334,1110.717407,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3471335,1111.119873,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3471349,1115.044556,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3471350,1117.421997,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3471502,1297.241211,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3471584,1300.800537,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3471801,1303.947998,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3471887,1306.123291,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3471945,1306.5896,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3471949,1309.095825,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3471960,1312.990112,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3472017,1518.431885,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3472141,1522.621582,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3472268,1524.410278,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3472375,1527.494995,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3472736,1534.350098,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3472762,1691.599365,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3472787,1694.303467,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3472901,1886.7323,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3472916,2032.790527,
memetic,first,['exchange'],3,10,0.8,10,20,0.1,0.5,N-be75eec_150,3482828,3472916,2435.293457,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3418928,1.880402,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3435858,3.905624,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3437615,13.294119,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3440965,14.925508,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3446561,18.162149,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3448630,23.521757,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3449015,26.709116,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3450681,33.429562,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3451445,35.162022,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3452079,45.033588,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3455696,46.647453,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3455717,87.009995,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3456000,93.178932,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3457220,110.434799,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3458554,135.151566,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3459018,147.615982,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3459033,209.351974,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3460737,222.345108,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3460896,286.031067,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3460967,295.931915,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3461243,364.810913,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3461628,448.673523,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3462664,500.256714,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3462699,552.049927,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3463231,573.428894,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3464156,581.775879,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3464441,655.692078,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3465305,722.837769,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3465401,818.22583,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3465969,879.31189,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3466899,901.685852,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3467398,970.65509,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3468165,1009.26709,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3468743,1023.670044,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3469252,1044.308228,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3470274,1100.523804,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3470337,1128.610596,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3470400,1145.276611,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3470411,1148.821045,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3470510,1158.782471,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3470520,1167.194458,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3470567,1167.911987,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3470578,1176.566528,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3470585,1193.129761,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3470629,1196.749634,
memetic,first,['exchange'],3,10,0.8,10,20,0.3,0.5,N-be75eec_150,3482828,3470635,1204.870483,
